[16/3/2016 2:43:51] /b Galera, se tiverem alguma duvida podem chama privado.
[16/3/2016 6:51:10] /a
[23/3/2016 5:2:17] /goto Feiticeira Noel
[23/3/2016 5:2:24] /t
[23/3/2016 5:4:6] /a 30
[23/3/2016 5:4:47] /c king of baiak
[23/3/2016 5:4:55] /goto warchazz
[23/3/2016 5:4:57] /c king of baiak
[23/3/2016 5:5:11] /t
[23/3/2016 5:5:26] /a 35
[23/3/2016 5:5:43] /goto king of baiak
[23/3/2016 5:5:55] /m king of baiak
[23/3/2016 5:6:6] /a 20
[23/3/2016 5:6:9] /a 15
[23/3/2016 5:7:7] /goto warchazz
[23/3/2016 5:7:29] /m finger killer
[23/3/2016 5:7:31] /m finger killer
[23/3/2016 5:7:31] /m finger killer
[23/3/2016 5:7:32] /m finger killer
[23/3/2016 5:7:33] /m finger killer
[23/3/2016 5:7:35] /t
[23/3/2016 8:39:2] /kick warchazz
[23/3/2016 8:39:11] /kick warchazz
[25/3/2016 1:39:45] /a 2
[25/3/2016 1:46:21] /t
[25/3/2016 1:46:28] /b Boa noite galera
[27/3/2016 0:22:21] /b Fala galeraa, to de volta, se precisarem de algo temos ochat ajuda.
[27/3/2016 0:23:31] /goto ai papai
[27/3/2016 0:25:54] /a 1
[27/3/2016 0:25:57] /a 1
[27/3/2016 0:26:29] /a 20
[27/3/2016 0:30:13] /a 32
[27/3/2016 0:30:16] /a 3
[27/3/2016 0:30:18] /a 2
[27/3/2016 0:30:23] /t
[27/3/2016 0:44:16] /goto maluc
[27/3/2016 0:44:25] /goto marluc
[27/3/2016 1:4:55] /kick warchazz
[27/3/2016 1:38:38] /t
[27/3/2016 1:50:0] /ghost
[27/3/2016 1:50:49] /ghost
[27/3/2016 1:50:54] /a 20
[27/3/2016 1:50:56] /a 20
[27/3/2016 1:50:58] /a 20
[27/3/2016 1:51:0] /a 40
[27/3/2016 1:51:2] /a 40
[27/3/2016 1:51:6] /a 40
[27/3/2016 1:51:45] /t
[27/3/2016 1:51:54] /ghost
[27/3/2016 1:54:27] /goto demoniado
[27/3/2016 1:54:34] /goto demoniado
[27/3/2016 1:55:2] /goto demoniado 
[27/3/2016 1:59:14] /ghost
[27/3/2016 2:4:11] /a 40
[27/3/2016 2:4:31] /t
[27/3/2016 2:4:42] /a 2
[27/3/2016 2:5:10] /goto dwziek
[27/3/2016 2:8:29] /t warchazz
[27/3/2016 2:14:43] /goto eject
[27/3/2016 2:14:47] /goto edject
[27/3/2016 2:15:0] /goto edjec
[27/3/2016 2:15:3] /goto edjec
[27/3/2016 2:42:54] /t
[27/3/2016 2:44:39] /a 40
[27/3/2016 2:44:43] /a 40
[27/3/2016 2:44:44] /a 40
[27/3/2016 2:44:45] /a 40
[27/3/2016 2:44:47] /a 40
[27/3/2016 2:44:50] /a 40
[27/3/2016 2:45:7] /c warchazz
[27/3/2016 2:48:15] /t
[27/3/2016 2:49:8] /a 2
[27/3/2016 2:49:33] /a 2
[27/3/2016 2:55:45] /c warchazz
[27/3/2016 2:58:56] /kick warchazz
[27/3/2016 3:31:49] /t
[27/3/2016 3:32:57] /a 10
[27/3/2016 3:33:27] /a 10
[27/3/2016 3:34:0] /a 3
[27/3/2016 3:34:36] /down
[27/3/2016 3:34:37] /down
[27/3/2016 3:34:38] /down
[27/3/2016 3:35:49] /up
[27/3/2016 3:35:59] /a 5
[27/3/2016 3:36:15] /down
[27/3/2016 3:36:20] /down
[27/3/2016 3:38:50] /t
[27/3/2016 3:41:24] /t warchazz
[27/3/2016 3:51:4] /t
[27/3/2016 3:53:50] /t
[27/3/2016 4:52:26] /t warchazz
[27/3/2016 5:15:47] /t
[27/3/2016 18:11:1] /a 2
[27/3/2016 18:17:0] /goto rullexz
[27/3/2016 18:17:14] /down
[27/3/2016 18:17:24] /c warchazz
[27/3/2016 18:17:58] /goto rullexz
[27/3/2016 18:18:32] /goto rullexz
[27/3/2016 18:22:6] /goto rullexz
[27/3/2016 18:26:7] /t warchazz
[27/3/2016 18:26:23] /a 50
[27/3/2016 18:26:24] /a 50
[27/3/2016 18:26:30] /a 20
[27/3/2016 18:26:32] /a 20
[27/3/2016 18:26:33] /a 20
[27/3/2016 18:26:37] /a 20
[27/3/2016 18:26:39] /a 20
[27/3/2016 18:26:43] /a 20
[27/3/2016 18:26:44] /a 20
[27/3/2016 18:26:46] /a 20
[27/3/2016 18:27:8] /c fire finger
[27/3/2016 18:27:19] /c warchazz
[27/3/2016 18:35:1] /t
[27/3/2016 18:36:44] /a 4
[27/3/2016 18:36:47] /a 4
[27/3/2016 18:36:55] /a 10
[27/3/2016 18:37:6] /a 10
[27/3/2016 18:37:8] /a 10
[27/3/2016 18:37:10] /a 10
[27/3/2016 18:37:23] /c finger killer
[27/3/2016 18:37:26] /c finger killer
[27/3/2016 18:37:28] /c finger killer
[27/3/2016 18:37:31] /c finger killer
[27/3/2016 18:37:35] /c finger killer
[27/3/2016 18:37:39] /c finger killer
[27/3/2016 18:37:44] /c finger killer
[27/3/2016 18:37:49] /c warchazz
[27/3/2016 18:38:22] /c finger killer
[27/3/2016 18:38:29] /t
[27/3/2016 18:47:26] /up
[27/3/2016 20:35:6] /a 2
[27/3/2016 20:35:9] /a 2
[27/3/2016 20:35:47] /up
[27/3/2016 20:35:51] /up
[27/3/2016 20:35:53] /t
[27/3/2016 21:14:29] /a 2
[31/3/2016 12:2:39] /t
[31/3/2016 12:4:38] /b fala galeraaaa, blz??
[31/3/2016 12:34:10] /goto imodek mage
[31/3/2016 12:35:20] /a 5
[31/3/2016 12:35:21] /a 5
[31/3/2016 12:35:23] /a 5
[31/3/2016 12:35:24] /a 5
[31/3/2016 12:35:26] /a 5
[31/3/2016 12:35:30] /t
[31/3/2016 12:37:26] /goto Richie Rawtin
[31/3/2016 12:38:30] /b galera, to no chat ajuda qualquer coisa
[31/3/2016 12:38:58] /a 2
[31/3/2016 12:39:1] /a 2
[31/3/2016 12:39:10] /a 2
[31/3/2016 12:39:17] /a 2
[31/3/2016 12:39:41] /a 2
[31/3/2016 12:40:21] /a 2
[31/3/2016 12:40:30] /a 2
[31/3/2016 12:40:32] /a 2
[31/3/2016 12:43:45] /t warchazz
[31/3/2016 12:47:39] /goto imodek mage
[31/3/2016 12:47:41] /ghost
[31/3/2016 12:47:48] /ghost
[31/3/2016 12:47:50] /t
[31/3/2016 12:51:16] /goto el pablo
[31/3/2016 12:51:21] /t
[31/3/2016 12:51:59] /goto Seed Proinfo
[31/3/2016 12:55:34] /goto Chapadin De Maconha
[31/3/2016 12:57:37] /goto Chapadin De Maconha
[31/3/2016 12:59:39] /goto Chapadin De Maconha
[31/3/2016 13:0:55] /goto trip tank
[31/3/2016 13:1:19] /goto el malandrin
[31/3/2016 13:2:18] /goto el malandrin
[31/3/2016 13:2:26] /goto el malandrin
[31/3/2016 13:2:28] /goto trip tank
[31/3/2016 13:2:31] /goto el malandrin
[31/3/2016 13:2:35] /t
[31/3/2016 13:3:59] /goto el malandrin
[31/3/2016 13:4:3] /goto el malandrin
[31/3/2016 13:22:32] /t
[31/3/2016 13:33:48] /a 2
[31/3/2016 13:34:5] /a 10
[31/3/2016 13:34:6] /a 10
[31/3/2016 13:34:7] /up
[31/3/2016 13:34:19] /a 2
[31/3/2016 13:34:24] /a 2
[31/3/2016 13:34:26] /a 2
[31/3/2016 13:35:57] /a 2
[31/3/2016 13:36:0] /a 2
[31/3/2016 13:36:30] /a 3
[31/3/2016 13:36:38] /a 3
[31/3/2016 13:36:50] /t
[31/3/2016 13:40:50] /t
[31/3/2016 13:46:7] /goto oloco meu
[31/3/2016 13:46:22] /a 2
[31/3/2016 13:46:27] /a 2
[31/3/2016 13:57:12] /t warchazz
[31/3/2016 14:18:57] /t
[31/3/2016 14:52:39] /t
[31/3/2016 15:54:29] /t warchazz
